Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Unnamed: 13
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,873,4704,0,2,0,975,0,664,7218,00
BUENOS AIRES,25 de Mayo,Del Valle,6854020,181,0,0,0,10,1,0,0,192,00
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,0,0,0,0,0,0,0,181,181,00
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0,782,0,6,167,0,0,327,1282,00
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,0,0,0,0,0,0,0,6,6,00
BUENOS AIRES,25 de Mayo,Ernestina,6854030,66,0,0,0,0,0,0,0,66,00
BUENOS AIRES,25 de Mayo,Pedernales,6854070,568,0,0,0,0,0,0,7,575,00
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0,0,0,0,0,0,0,19,19,00
BUENOS AIRES,9 de Julio,9 de Julio,6588100,4360,3362,82,5886,83,1,0,831,14605,00
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est Facundo Quiroga),6588010,450,0,0,0,60,0,0,0,510,00
BUENOS AIRES,9 de Julio,Dudignac,6588040,0,0,1,0,0,0,0,463,464,00
BUENOS AIRES,9 de Julio,Manuel B Gonnet  (Est French),6588060,199,0,0,2,2,0,0,0,203,00
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est 9 de Julio Sud),6588120,0,0,0,88,0,0,0,42,130,00
BUENOS AIRES,9 de Julio,Patricios,6588110,76,0,0,0,0,0,0,0,76,00
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,780,0,1,1418,1,0,0,283,2483,00
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0,0,0,390,0,2,0,14,406,00
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0,0,0,1202,0,0,0,0,1202,00
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0,0,0,198,0,0,0,0,198,00
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0,0,0,58,0,0,0,0,58,00
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est Chaves),6014010,549,0,2,943,0,0,0,313,1807,00
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0,0,0,630,0,0,0,59,689,00
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E Barra,6014030,0,0,0,0,0,0,0,45,45,00
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0,0,0,0,0,0,0,14,14,00
BUENOS AIRES,Alberti,Alberti   (Est Andrés Vaccarezza),6021010,457,0,6,1,0,0,0,8,472,00
BUENOS AIRES,Alberti,Mechita,6021030,285,0,0,0,0,0,0,0,285,00
BUENOS AIRES,Almirante Brown,Adrogué,6028010,214,9259,59,11442,2,1,0,26,21003,00
BUENOS AIRES,Almirante Brown,Burzaco,6028010,142,16127,35,11335,40,2,0,292,27973,00
BUENOS AIRES,Almirante Brown,Claypole,6028010,5,7568,3,4149,13,0,0,2,11740,00
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0,5184,0,0,0,0,0,1,5185,00
BUENOS AIRES,Almirante Brown,Glew,6028010,55,7978,10,11652,12,0,0,54,19761,00
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0,7374,1,1410,2,0,0,1,8788,00
BUENOS AIRES,Almirante Brown,Longchamps,6028010,30,9559,20,14739,24,0,0,1,24373,00
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,2,5311,3,54,2,0,0,1,5373,00
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,3,3418,4,4066,4,0,0,1,7496,00
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,37,10375,15,9925,193,0,0,340,20885,00
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,26,4232,4,3261,131,0,0,2,7656,00
BUENOS AIRES,Almirante Brown,San Jose,6028010,3,9174,2,195,0,3,0,1,9378,00
BUENOS AIRES,Arrecifes,Arrecifes,6077010,906,1127,12,4393,60,1,0,1882,8381,00
BUENOS AIRES,Arrecifes,Todd,6077020,0,0,0,304,0,0,0,0,304,00
BUENOS AIRES,Arrecifes,Viña,6077030,50,60,0,0,0,0,0,0,110,00
BUENOS AIRES,Avellaneda,Avellaneda,6035010,1486,8698,48,5769,68,5,0,87,16161,00
BUENOS AIRES,Avellaneda,Crucesita,6035010,1,4956,0,2723,2,0,0,0,7682,00
BUENOS AIRES,Avellaneda,Dock Sud,6035010,11,664,0,2421,12,0,0,26,3134,00
BUENOS AIRES,Avellaneda,Gerli,6035010,3,6053,0,4334,0,0,0,0,10390,00
BUENOS AIRES,Avellaneda,Pineyro,6035010,9,5981,1,2324,0,0,0,0,8315,00
BUENOS AIRES,Avellaneda,Sarandí,6035010,1935,10031,67,11628,4,2,0,1,23668,00
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,16,8928,2,6819,11,0,0,191,15967,00
BUENOS AIRES,Avellaneda,Wilde,6035010,2052,12587,66,12956,8,0,0,0,27669,00
BUENOS AIRES,Ayacucho,Ayacucho,6042010,2053,0,2,0,0,0,0,139,2194,00
BUENOS AIRES,Ayacucho,La Constancia,6042020,0,0,0,0,0,0,0,10,10,00
BUENOS AIRES,Ayacucho,Solanet,6042030,0,0,0,0,0,0,0,27,27,00
BUENOS AIRES,Ayacucho,Udaquiola,6042040,0,0,0,0,0,1,0,46,47,00
BUENOS AIRES,Azul,Azul,6049020,2424,13779,51,56,65,2,0,1145,17522,00
BUENOS AIRES,Azul,Cacharí,6049030,0,0,2,0,0,0,0,521,523,00
BUENOS AIRES,Azul,Chillar,6049040,0,0,0,0,0,1,0,565,566,00
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,4690,103773,402,9084,463,7,0,2824,121243,00
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,0,193,4,6,5,0,0,153,361,00
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est General Cerri),6056030,373,1481,1,0,0,0,0,20,1875,00
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,0,0,0,1,0,4,0,0,5,00
BUENOS AIRES,Balcarce,Balcarce,6063010,1503,11047,38,37,47,0,0,883,13555,00
BUENOS AIRES,Balcarce,Los Pinos,6063020,0,0,0,0,9,0,0,30,39,00
BUENOS AIRES,Balcarce,Napaleofú,6063030,0,0,0,15,0,0,0,50,65,00
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0,0,0,0,0,0,0,8,8,00
BUENOS AIRES,Balcarce,San Agustín,6063050,0,0,0,0,3,0,0,72,75,00
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0,0,0,0,0,0,0,34,34,00
BUENOS AIRES,Baradero,Baradero,6070010,1882,6807,0,3,0,1,0,809,9502,00
BUENOS AIRES,Baradero,Villa Alsina  (Est Alsina),6070040,127,0,0,0,0,0,0,150,277,00
BUENOS AIRES,Baradero,Irineo Portela,6070020,0,0,0,1,0,1,0,76,78,00
BUENOS AIRES,Baradero,Santa Coloma,6070030,0,0,0,0,0,0,0,53,53,00
BUENOS AIRES,Benito Juárez,Barker,6084010,0,0,1,10,0,2,0,70,83,00
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est Juárez),6084020,782,0,20,563,4,1,0,147,1517,00
BUENOS AIRES,Benito Juárez,López,6084030,0,0,0,4,0,0,0,12,16,00
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est Alfredo Fortabat),6084050,0,0,0,20,0,1,0,100,121,00
BUENOS AIRES,Berazategui,Berazategui,6091010,1620,18057,42,24092,57,4,0,49,43921,00
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,16,79,0,15170,0,0,0,0,15265,00
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,17,1485,0,1605,0,0,0,0,3107,00
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,2031,1291,0,0,0,0,0,16,3338,00
BUENOS AIRES,Berazategui,Guillermo E Hudson,6091010,133,6657,2,8962,3,0,0,0,15757,00
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,501,2376,4,3072,0,0,0,44,5997,00
BUENOS AIRES,Berazategui,Pereyra,6091010,9,236,1,310,0,0,0,0,556,00
BUENOS AIRES,Berazategui,Plátanos,6091010,0,1960,0,2161,1,0,0,0,4122,00
BUENOS AIRES,Berazategui,Ranelagh,6091010,39,2962,13,7344,0,1,0,0,10359,00
BUENOS AIRES,Berazategui,Villa España,6091010,2,1270,0,2040,0,0,0,0,3312,00
BUENOS AIRES,Berisso,Berisso,6098010,4198,12465,23,6195,29,0,0,368,23278,00
BUENOS AIRES,Berisso,Villa Nueva,6098010,0,0,0,132,0,0,0,250,382,00
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,0,0,0,132,0,0,0,250,382,00
BUENOS AIRES,Berisso,Villa Arguello,6098010,0,0,0,132,0,0,0,250,382,00
BUENOS AIRES,Berisso,Villa Progreso,6098010,0,0,0,132,0,0,0,250,382,00
BUENOS AIRES,Bolívar,OTROS,Sin Datos,0,1,0,1,0,0,0,0,2,00
BUENOS AIRES,Bolívar,Pirovano,6105050,0,0,0,0,50,0,0,45,95,00
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est Bolívar),6105060,963,5122,2,0,0,0,0,255,6342,00
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0,0,6,2,6,0,0,71,85,00
BUENOS AIRES,Bolívar,Paula,6105040,0,0,0,0,0,1,0,0,1,00
BUENOS AIRES,Bolívar,Hale,6105010,10,0,0,0,0,0,0,0,10,00
BUENOS AIRES,Bragado,Bragado,6112010,674,4209,10,45,0,0,0,210,5148,00
BUENOS AIRES,Bragado,General O'Brien,6112030,321,0,0,83,0,0,0,31,435,00
BUENOS AIRES,Bragado,Irala,6112040,0,3,0,0,0,0,0,22,25,00
BUENOS AIRES,Bragado,Mechita (Est Mecha),6112070,10,12,0,0,0,0,0,12,34,00
BUENOS AIRES,Bragado,Warnes,6112090,135,0,0,0,9,0,0,7,151,00
BUENOS AIRES,Bragado,Comodoro Py,6112020,0,0,0,220,0,0,0,2,222,00
BUENOS AIRES,Bragado,Olascoaga,6112080,0,0,0,0,0,0,0,40,40,00
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,1805,5,0,1480,2,0,0,1135,4427,00
BUENOS AIRES,Brandsen,Jeppener,6119070,676,0,0,2,0,0,0,0,678,00
BUENOS AIRES,Campana,Campana,6126030,2242,17445,1,8700,18,3,0,43,28452,00
BUENOS AIRES,Campana,Lomas del Río Luján (Est Río Luján),6126040,0,50,0,0,0,0,0,0,50,00
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0,0,0,80,0,0,0,41,121,00
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,0,0,0,0,0,0,0,40,40,00
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,0,0,0,0,0,0,0,35,35,00
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,206,830,7,0,0,0,0,42,1085,00
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,0,0,0,0,0,0,0,5,5,00
BUENOS AIRES,Cañuelas,Cañuelas,6134030,1228,5116,33,2261,0,1,0,526,9165,00
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,0,2692,0,2,0,0,0,270,2964,00
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,0,0,0,0,0,2,0,233,235,00
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,60,0,0,403,0,0,0,20,483,00
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,228,0,2,0,0,0,0,25,255,00
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0,0,0,0,0,0,0,48,48,00
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,0,0,0,0,0,0,0,20,20,00
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,180,4011,0,0,0,0,0,89,4280,00
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,0,0,0,0,0,0,0,44,44,00
BUENOS AIRES,Carlos Casares,Cadret,6147020,0,0,0,0,1,0,0,48,49,00
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,1425,9,8,1477,0,0,0,2461,5380,00
BUENOS AIRES,Carlos Casares,La Sofía,6147060,0,0,0,0,0,0,0,1,1,00
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,0,0,0,0,0,0,0,152,152,00
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,0,0,0,0,0,0,0,44,44,00
BUENOS AIRES,Carlos Casares,Smith,6147100,0,0,0,0,0,0,0,191,191,00
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,0,0,0,0,0,0,0,47,47,00
BUENOS AIRES,Carlos Casares,Bellocq,6147010,0,0,1,0,0,0,0,0,1,00
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,15,476,1,68,0,0,0,1188,1748,00
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,0,0,0,0,0,0,0,81,81,00
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est Cuenca),6154050,0,0,0,0,0,1,0,198,199,00
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,0,0,0,0,0,0,0,16,16,00
BUENOS AIRES,Carlos Tejedor,Timote,6154040,0,0,0,0,0,0,0,61,61,00
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,388,1707,5,0,1,0,0,905,3006,00
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,0,0,0,0,0,0,0,31,31,00
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,0,0,0,0,0,0,0,107,107,00
BUENOS AIRES,Castelli,Castelli,6168010,67,1109,0,1121,0,2,0,28,2327,00
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0,0,0,46,0,0,0,3,49,00
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0,0,0,7,0,0,0,0,7,00
BUENOS AIRES,Chacabuco,Castilla,6210010,0,0,0,0,0,0,0,274,274,00
BUENOS AIRES,Chacabuco,Chacabuco,6210020,925,9896,16,14,16,0,0,2,10869,00
BUENOS AIRES,Chacabuco,O'Higgins,6210040,54,95,0,0,0,0,0,12,161,00
BUENOS AIRES,Chacabuco,Rawson,6210050,73,0,0,303,28,0,0,128,532,00
BUENOS AIRES,Chascomús,Chascomús,6217010,2159,7510,85,1159,85,1,0,0,10999,00
BUENOS AIRES,Chascomús,Manuel J Cobo  (Est Lezama),6217020,104,1718,0,0,0,0,444,0,2266,00
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0,0,0,132,0,0,0,0,132,00
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,2628,9147,119,815,119,1,0,3172,16001,00
BUENOS AIRES,Chivilcoy,La Rica,6224040,39,0,0,0,0,0,0,97,136,00
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0,338,0,546,0,0,0,29,913,00
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,3,0,0,0,0,0,0,47,50,00
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,3,0,0,0,0,0,0,49,52,00
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,55,0,0,0,0,0,0,2,57,00
BUENOS AIRES,Colón,Colón,6175010,4143,1588,0,1794,0,0,0,20,7545,00
BUENOS AIRES,Colón,Sarasa,6175040,0,0,0,0,0,0,0,15,15,00
BUENOS AIRES,Coronel de Marina L Rosales,Balneario Pehuen Co,6182020,0,0,0,0,0,1,0,0,1,00
BUENOS AIRES,Coronel de Marina L Rosales,Punta Alta  (Est Almirante Solier),6182030,852,20293,48,5,0,6,0,0,21204,00
BUENOS AIRES,Coronel de Marina L Rosales,Villa General Arias  (Est Kilómetro 638),6182050,0,0,0,0,0,0,0,10,10,00
BUENOS AIRES,Coronel de Marina L Rosales,Pago Chico,6182025,0,0,0,0,0,0,0,62,62,00
BUENOS AIRES,Coronel de Marina L Rosales,Bajo Hondo,6182010,0,0,0,0,0,0,0,74,74,00
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,228,1160,3,1,0,0,0,32,1424,00
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est José A Guisasola),6189040,0,0,0,32,0,0,0,5,37,00
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,0,0,0,586,0,0,0,48,634,00
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,0,0,0,342,0,0,0,0,342,00
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est Pringles),6196010,649,2056,3,5,0,0,0,171,2884,00
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0,0,1,24,0,0,0,3,28,00
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,817,2427,88,1609,88,0,0,785,5814,00
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0,0,1,1384,0,0,0,527,1912,00
BUENOS AIRES,Coronel Suárez,Pasman,6203060,0,0,0,0,0,0,0,48,48,00
BUENOS AIRES,Coronel Suárez,San José,6203070,0,45,0,706,0,0,0,0,751,00
BUENOS AIRES,Coronel Suárez,Santa María,6203080,0,18,0,465,0,0,0,0,483,00
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,0,65,0,550,0,0,0,0,615,00
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,0,104,0,72,0,0,0,0,176,00
BUENOS AIRES,Daireaux,Daireaux,6231030,281,0,0,0,194,50,0,339,864,00
BUENOS AIRES,Daireaux,Salazar,6231060,0,0,0,0,0,0,0,79,79,00
BUENOS AIRES,Dolores,Dolores,6238010,1575,10215,1,8,0,0,325,0,12124,00
BUENOS AIRES,Dolores,Sevigne,6238020,0,0,0,0,0,0,0,1,1,00
BUENOS AIRES,Ensenada,Ensenada,6245010,1534,10765,17,2923,6,0,0,2092,17337,00
BUENOS AIRES,Ensenada,Villa Catela,6245010,0,0,0,0,0,0,0,7,7,00
BUENOS AIRES,Escobar,Belen de Escobar,6252010,2964,17071,21,8652,333,1,0,97,29139,00
BUENOS AIRES,Escobar,El cazador,6252010,0,971,0,2226,0,0,0,0,3197,00
BUENOS AIRES,Escobar,Garín,6252010,4638,9481,3,3422,2,1,0,11,17558,00
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,1126,4227,3,2969,1,0,0,300,8626,00
BUENOS AIRES,Escobar,Loma Verde,6252010,0,0,0,999,0,0,0,0,999,00
BUENOS AIRES,Escobar,Maquinista F Savio (este),6252010,533,4392,0,13,2,0,0,14,4954,00
BUENOS AIRES,Escobar,Matheu,6252010,1390,2515,2,1,3,1,0,58,3970,00
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,237,6483,6,12,1,0,0,153,6892,00
BUENOS AIRES,Esteban Echeverría,Canning,6260010,3,3488,0,1049,1,0,0,94,4635,00
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,0,6691,0,5,2,1,0,89,6788,00
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,4,7207,2,1757,1,0,0,77,9048,00
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,211,27688,61,24799,70,4,0,312,53145,00
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,2,0,0,0,0,0,0,0,2,00
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,0,0,0,0,0,0,0,92,92,00
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est Capilla),6266020,359,0,6,82,0,0,0,0,447,00
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,2,7166,2,0,0,1,0,0,7171,00
BUENOS AIRES,Exaltación de la Cruz,OTROS,Sin Datos,0,0,0,0,0,0,0,84,84,00
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,0,0,0,0,0,1,0,30,31,00
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,2709,0,0,235,0,0,0,0,2944,00
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,224,0,3,4,0,1,0,0,232,00
BUENOS AIRES,Ezeiza,Canning,6270010,194,1722,1,1030,1,0,0,50,2998,00
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,343,5545,2,1349,164,1,0,1,7405,00
BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,540,13930,13,4959,0,2,0,92,19536,00
BUENOS AIRES,Ezeiza,La Unión,6270010,107,9052,1,823,0,2,0,0,9985,00
BUENOS AIRES,Ezeiza,OTROS,Sin Datos,3,1,0,5,0,0,0,0,9,00
BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,571,10640,5,982,18,0,0,4,12220,00
BUENOS AIRES,Florencio Varela,Bosques,6274010,35,7673,3,3293,13,0,0,266,11283,00
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,7,2482,4,3935,0,0,0,0,6428,00
BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,661,18474,30,22792,263,3,0,810,43033,00
BUENOS AIRES,Florencio Varela,Gobernador Julio A Costa,6274010,13,7558,6,471,0,0,0,0,8048,00
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,2505,5087,0,907,0,0,0,0,8499,00
BUENOS AIRES,Florencio Varela,La Capilla,6274010,0,0,0,4,0,0,0,0,4,00
BUENOS AIRES,Florencio Varela,la rotonda,6274010,357,0,0,0,0,0,0,0,357,00
BUENOS AIRES,Florencio Varela,Villa Brown,6274010,0,85,0,264,0,0,0,0,349,00
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,0,350,0,0,0,0,0,0,350,00
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,31,4100,1,226,0,0,0,0,4358,00
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,12,4586,1,2184,0,0,0,0,6783,00
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010,0,0,0,0,0,1,0,5,6,00
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,117,0,0,297,0,0,0,0,414,00
BUENOS AIRES,Florentino Ameghino,Porvenir,6277030,0,0,0,0,0,0,0,2,2,00
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,0,0,3,930,0,1,0,31,965,00
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,0,0,2,0,0,0,0,142,144,00
BUENOS AIRES,General Alvarado,Mechongué,6280030,256,0,0,0,0,0,0,3,259,00
BUENOS AIRES,General Alvarado,Miramar,6280040,4888,1584,74,1,76,1,0,957,7581,00
BUENOS AIRES,General Alvarado,Centinela Del Mar,6280005,0,0,0,0,0,0,0,1,1,00
BUENOS AIRES,General Arenales,Arribeños,6294010,305,301,1,144,15,0,0,261,1027,00
BUENOS AIRES,General Arenales,Ascensión,6294020,1200,505,0,0,250,0,0,139,2094,00
BUENOS AIRES,General Arenales,Ferré,6294040,0,152,0,282,0,0,0,441,875,00
BUENOS AIRES,General Arenales,General Arenales,6294050,0,883,1,99,0,0,0,512,1495,00
BUENOS AIRES,General Arenales,La Angelita,6294060,26,0,0,0,2,0,0,67,95,00
BUENOS AIRES,General Arenales,La Trinidad,6294070,0,15,0,0,0,0,0,95,110,00
BUENOS AIRES,General Belgrano,General Belgrano,6301010,513,1507,5,2,0,1,0,894,2922,00
BUENOS AIRES,General Belgrano,Gorchs,6301020,0,0,0,0,0,1,0,27,28,00
BUENOS AIRES,General Guido,General Guido,6308010,0,0,1,302,0,0,0,228,531,00
BUENOS AIRES,General Guido,Labarden,6308020,0,0,0,0,0,0,0,72,72,00
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,460,486,8,4033,0,1,0,0,4988,00
BUENOS AIRES,General La Madrid,General La Madrid,6322010,2510,0,74,1148,74,0,0,265,4071,00
BUENOS AIRES,General La Madrid,Las Martinetas,6322030,0,0,0,0,0,0,0,16,16,00
BUENOS AIRES,General Las Heras,General Las Heras  (Est Las Heras),6329020,272,889,3,1890,1,0,0,2,3057,00
BUENOS AIRES,General Las Heras,Lozano,6329020,0,0,0,0,0,1,0,0,1,00
BUENOS AIRES,General Las Heras,Villars,6329060,0,167,1,45,0,0,0,0,213,00
BUENOS AIRES,General Lavalle,General Lavalle,6336020,0,358,0,4,0,1,0,69,432,00
BUENOS AIRES,General Lavalle,OTROS,Sin Datos,0,0,0,1,0,0,0,0,1,00
BUENOS AIRES,General Lavalle,Pavón,6336030,0,0,0,201,22,0,0,3,226,00
BUENOS AIRES,General Lavalle,Chacras de San Clemente,6336020,0,0,0,0,0,0,0,1,1,00
BUENOS AIRES,General Paz,Loma Verde,6343020,0,0,0,0,0,0,0,184,184,00
BUENOS AIRES,General Paz,Ranchos,6343030,1243,0,11,553,11,0,0,1313,3131,00
BUENOS AIRES,General Paz,Villanueva  (Ap Río Salado),6343040,0,0,0,0,0,0,0,143,143,00
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est Iriarte),6351010,141,0,0,0,0,0,0,112,253,00
BUENOS AIRES,General Pinto,General Pinto,6351020,0,0,3,0,0,1,0,0,4,00
BUENOS AIRES,General Pinto,Germania  (Est Mayor José Orellano),6351030,1112,0,0,0,0,0,0,0,1112,00
BUENOS AIRES,General Pinto,Villa Francia  (Est Coronel Granada),6351040,0,0,0,332,0,2,0,0,334,00
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,0,0,0,0,0,0,0,46,46,00
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,0,0,0,0,0,0,0,74,74,00
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,0,0,0,0,0,0,0,72,72,00
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,0,0,0,25,1,0,0,73,99,00
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,0,0,0,0,0,0,0,324,324,00
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,0,0,0,127,0,1,0,102,230,00
BUENOS AIRES,General Pueyrredón,Batán,6357070,1266,0,0,1110,7,1,0,634,3018,00
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,83,0,0,1664,0,1,0,353,2101,00
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,249,0,0,19,0,1,0,208,477,00
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,15285,121533,533,103846,567,7,0,1117,242888,00
BUENOS AIRES,General Pueyrredón,OTROS,Sin Datos,0,0,0,151,0,0,0,0,151,00
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,468,0,0,210,1,0,0,256,935,00
BUENOS AIRES,General Pueyrredón,Camet,6357090,1226,0,0,377,0,0,0,254,1857,00
BUENOS AIRES,General Pueyrredón,El Marquesado,6357090,0,0,0,0,0,0,0,8,8,00
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,1293,10535,21,3249,4,1,0,505,15608,00
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030,0,0,0,2,0,0,0,0,2,00
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,6371010,0,0,3,2486,0,0,0,2,2491,00
BUENOS AIRES,General San Martín,Billinghurst,6371010,15,735,0,3301,0,0,0,0,4051,00
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,6371010,4382,25191,5,5514,88,4,0,4,35188,00
BUENOS AIRES,General San Martín,OTROS,Sin Datos,11,0,0,0,0,0,0,0,11,00
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,6371010,0,90,0,0,0,0,0,0,90,00
