Provincia,Partido,Localidad,Link Indec,Otros,"0,256 mbps","0,375 mbps","0,5 mbps","0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,"1,25 mbps","1,5 mbps",2 mbps,"2,2 mbps","2,5 mbps",3 mbps,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",5 mbps,6 mbps,"6,4 mbps",7 mbps,"7,5 mbps",8 mbps,9 mbps,10 mbps,11 mbps,12 mbps,13 mbps,14 mbps,15 mbps,16 mbps,17 mbps,18 mbps,19 mbps,20 mbps,21 mbps,22 mbps,23 mbps,24 mbps,25 mbps,"25,1 mbps","25,11 mbps","25,5 mbps",26 mbps,30 mbps,31 mbps,32 mbps,34 mbps,35 mbps,36 mbps,38 mbps,39 mbps,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,55 mbps,58 mbps,59 mbps,60 mbps,61 mbps,62 mbps,64 mbps,65 mbps,66 mbps,70 mbps,75 mbps,78 mbps,80 mbps,82 mbps,83 mbps,85 mbps,90 mbps,92 mbps,95 mbps,100 mbps
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,0,00,00,2,00,00,19,0,00,0,0,00,00,85,00,145,0,00,0,173,00,0,00,299,0,144,00,"4,134",00,00,415,0,00,0,00,604,00,00,00,0,211,00,00,00,00,59,00,00,00,00,00,00,00,37,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,90,00,00,00,00,00,00,0
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,0,00,0,45,00,0,00,0,0,13,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,25 de Mayo,Del Valle,6854020,0,00,00,1,00,00,0,0,00,0,0,00,00,181,00,0,0,00,0,0,00,0,00,0,0,10,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,25 de Mayo,Ernestina,6854030,0,00,00,0,00,00,0,0,00,0,0,00,00,66,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,0,00,00,0,00,00,0,0,00,0,106,00,00,3,00,0,56,00,7,3,00,0,00,4,0,1,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,10,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,0,00,00,0,00,00,0,0,00,0,0,00,00,6,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0,00,00,0,00,00,0,0,00,0,161,00,00,38,00,0,15,00,15,876,00,0,00,0,0,1,00,0,00,00,141,0,00,0,00,0,00,00,00,0,34,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,1,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,25 de Mayo,Pedernales,6854070,0,00,00,0,00,00,0,0,00,0,0,00,00,395,00,0,173,00,0,2,00,0,00,0,0,2,00,0,00,00,3,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,25 de Mayo,San Enrique,6854080,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,0,00,0,85,00,0,00,0,0,18,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,25 de Mayo,Valdés,6854090,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,0,00,0,33,00,0,00,0,0,133,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0,00,00,0,00,00,0,0,00,0,0,00,00,11,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,9 de Julio,9 de Julio,6588100,1,00,00,0,00,00,9,0,00,0,0,00,00,198,00,114,0,00,154,"4,942",00,235,00,98,0,"2,652",00,55,00,00,"1,094",0,00,3,00,"1,008",00,00,00,0,131,00,00,00,00,311,00,00,00,00,00,00,00,0,00,00,00,00,"1,816",00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,"1,343"
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est Facundo Quiroga),6588010,0,00,00,0,00,00,0,0,00,0,0,00,00,510,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,9 de Julio,Dudignac,6588040,0,00,00,0,00,00,0,8,00,0,0,00,00,25,00,0,247,00,0,46,00,0,00,0,0,52,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,9 de Julio,Manuel B Gonnet  (Est French),6588060,0,00,00,0,00,00,0,1,00,0,199,00,00,0,00,0,0,00,0,1,00,0,00,0,0,2,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,9 de Julio,Patricios,6588110,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,0,00,0,16,00,0,00,0,0,41,00,0,00,00,19,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est 9 de Julio Sud),6588120,0,00,00,0,00,00,0,0,00,0,0,00,00,42,00,0,0,00,0,20,00,0,00,0,0,33,00,0,00,00,1,0,00,0,00,25,00,00,00,0,0,00,00,00,00,9,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,0,00,00,0,00,00,0,0,00,0,0,00,00,793,00,20,0,00,0,0,00,103,00,36,0,0,00,0,00,00,"1,231",0,00,0,00,0,00,00,00,0,0,00,00,00,00,1,2660,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,310,00,00,00,00,0,0,00,00,00,00,00,00,00,00,3
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0,00,00,0,00,00,0,0,00,0,0,00,00,198,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0,00,00,0,00,00,0,0,00,0,0,00,00,58,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Adolfo Alsina,Maza,6007070,10,00,00,2,00,00,0,0,00,0,0,00,00,0,00,0,0,00,386,0,00,0,00,0,0,6,00,0,00,00,0,0,00,0,00,2,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,0,00,0,0,00,0,00,0,0,"1,155",00,0,00,00,0,0,00,0,00,23,00,00,00,0,0,00,00,00,00,24,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est Chaves),6014010,0,00,00,0,00,00,3,0,00,0,0,00,00,0,00,147,0,00,0,0,00,0,00,447,0,122,00,1,00,00,"1,045",0,00,0,00,0,00,00,00,0,0,00,00,00,00,44,00,00,00,00,00,00,00,0,00,00,00,00,1,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,661,00,0,0,00,0,00,28,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E Barra,6014030,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,45,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0,00,00,0,00,00,0,0,00,0,0,00,00,12,00,0,2,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Alberti,Alberti   (Est Andrés Vaccarezza),6021010,0,00,00,0,00,00,2,0,00,0,4,00,00,0,00,40,0,00,7,0,00,0,00,116,0,10,00,0,00,00,302,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,1
BUENOS AIRES,Alberti,Mechita,6021030,0,00,00,0,00,00,0,0,00,0,0,00,00,275,00,0,0,00,10,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Almirante Brown,Adrogué,6028010,0,10,00,10,10,00,34,24,00,0,8,00,00,2,00,63,7,00,4,14,00,0,00,37,0,405,00,30,00,00,135,0,00,126,00,7,00,00,00,0,209,00,00,00,00,"11,557",00,00,00,00,00,00,00,0,00,00,00,00,"2,602",00,00,00,824,00,00,00,00,00,0,235,00,00,00,00,00,00,00,00,"3,360"
BUENOS AIRES,Almirante Brown,Burzaco,6028010,50,10,00,9,10,00,23,29,00,0,77,00,00,17,00,34,115,00,15,88,00,0,00,30,0,"1,146",00,8,00,00,60,0,00,25,00,3,00,00,00,0,167,00,00,00,00,"11,397",00,00,00,00,00,00,00,0,00,00,00,00,"1,612",00,00,00,"3,708",00,00,00,00,00,0,885,00,00,00,00,00,00,00,00,"5,258"
BUENOS AIRES,Almirante Brown,Claypole,6028010,0,00,00,0,00,00,2,7,00,0,0,00,00,2,00,3,0,00,2,47,00,0,00,0,0,467,00,3,00,00,1,0,00,9,00,16,00,00,00,0,63,00,00,00,00,"4,114",00,00,00,00,00,00,00,0,00,00,00,00,452,00,00,00,"2,090",00,00,00,00,00,0,459,00,00,00,00,00,00,00,00,"2,381"
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,0,00,1,0,00,0,00,0,0,412,00,0,00,00,0,0,00,0,00,0,00,00,00,0,32,00,00,00,00,3,00,00,00,00,00,00,00,0,00,00,00,00,17,00,00,00,"1,828",00,00,00,00,00,0,420,00,00,00,00,00,00,00,00,"1,166"
BUENOS AIRES,Almirante Brown,Glew,6028010,1,00,00,5,00,00,7,5,00,0,15,00,00,5,00,27,29,00,2,12,00,0,00,16,0,336,00,6,00,00,8,0,00,9,00,0,00,00,00,0,106,00,00,00,00,"11,737",00,00,00,00,00,00,00,0,00,00,00,00,646,00,00,00,"2,731",00,00,00,00,00,0,752,00,00,00,00,00,00,00,00,"1,520"
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0,00,00,0,00,00,0,1,00,0,0,00,00,0,00,2,0,00,1,18,00,0,00,3,0,471,00,5,00,00,0,0,00,32,00,16,00,00,00,0,77,00,00,00,00,"1,383",00,00,00,00,00,00,00,0,00,00,00,00,982,00,00,00,"1,425",00,00,00,00,00,0,355,00,00,00,00,00,00,00,00,"2,432"
BUENOS AIRES,Almirante Brown,Longchamps,6028010,1,00,00,1,00,00,3,0,00,0,0,00,00,3,00,21,0,00,5,1,00,0,00,4,0,639,00,12,00,00,4,0,00,12,00,1,00,00,00,0,88,00,00,00,00,"7,433",00,00,00,00,00,00,00,0,00,00,00,00,973,00,00,00,"2,346",00,00,00,00,00,0,654,00,00,00,00,00,00,00,00,"2,863"
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1,00,00,0,00,00,0,3,00,0,0,00,00,0,00,0,0,00,1,42,00,0,00,0,0,149,00,3,00,00,0,0,00,4,00,3,00,00,00,0,29,00,00,00,00,6,00,00,00,00,00,00,00,0,00,00,00,00,373,00,00,00,"1,501",00,00,00,00,00,0,323,00,00,00,00,00,00,00,00,"1,729"
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,2,0,00,2,0,00,0,00,0,0,298,00,0,00,00,0,0,00,0,00,0,00,00,00,0,13,00,00,00,00,"4,094",00,00,00,00,00,00,00,0,00,00,00,00,59,00,00,00,"1,261",00,00,00,00,00,0,267,00,00,00,00,00,00,00,00,820
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,0,00,00,3,00,00,10,29,00,0,0,00,00,99,00,18,339,00,9,60,00,0,00,3,0,691,00,2,00,00,9,0,00,1,00,0,00,00,00,0,59,00,00,00,00,"9,970",00,00,00,00,00,00,00,0,00,00,00,00,746,00,00,00,"2,788",00,00,00,00,00,0,650,00,00,00,00,00,00,00,00,"3,221"
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,1,00,00,1,00,00,4,9,00,0,0,00,00,40,00,21,0,00,0,118,00,0,00,0,0,129,00,0,00,00,1,0,00,1,00,16,00,00,00,0,8,00,00,00,00,"3,236",00,00,00,00,00,00,00,0,00,00,00,00,76,00,00,00,"1,387",00,00,00,00,00,0,284,00,00,00,00,00,00,00,00,"1,278"
BUENOS AIRES,Almirante Brown,San Jose,6028010,0,00,00,3,00,00,1,0,00,0,0,00,00,0,00,2,0,00,4,124,00,0,00,0,0,515,00,1,00,00,0,0,00,2,00,58,00,00,00,0,32,00,00,00,00,4,00,00,00,00,00,00,00,0,00,00,00,00,294,00,00,00,"3,134",00,00,00,00,00,0,686,00,00,00,00,00,00,00,00,"2,341"
BUENOS AIRES,AMBA,Otros,Sin Datos,0,00,00,13,00,00,0,0,00,0,0,00,00,0,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Arrecifes,Arrecifes,6077010,1,00,00,1,00,00,6,137,00,0,275,00,00,"1,011",00,165,449,00,0,69,00,0,00,285,0,7,00,0,00,00,452,0,00,0,00,"3,372",00,00,00,0,5,00,00,00,00,3,00,00,00,00,00,00,00,0,00,00,00,00,"1,513",00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,567
BUENOS AIRES,Arrecifes,Todd,6077020,0,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,0,00,0,0,00,0,00,0,0,0,00,92,00,00,0,0,00,0,00,138,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,61,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,13
BUENOS AIRES,Arrecifes,Viña,6077030,0,00,00,0,00,00,0,0,00,0,0,00,00,110,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Avellaneda,Avellaneda,6035010,24,00,00,8,50,00,43,43,00,0,3,00,00,33,00,288,0,00,10,43,00,0,00,397,0,314,00,41,00,00,803,0,00,95,00,79,00,00,00,0,147,00,00,00,00,"2,897",00,00,00,00,00,00,00,0,00,00,00,00,"4,442",00,00,00,689,00,00,00,00,00,0,197,00,00,00,00,00,00,00,00,"4,193"
BUENOS AIRES,Avellaneda,Crucesita,6035010,0,00,00,0,00,00,1,1,00,0,0,00,00,1,00,6,0,00,4,17,00,0,00,3,0,189,00,17,00,00,1,0,00,52,00,29,00,00,00,0,96,00,00,00,00,12,00,00,00,00,00,00,00,0,00,00,00,00,"3,171",00,00,00,484,00,00,00,00,00,0,130,00,00,00,00,00,00,00,00,"2,438"
BUENOS AIRES,Avellaneda,Dock Sud,6035010,2,00,00,1,00,00,5,6,00,0,0,00,00,5,00,0,0,00,0,281,00,0,00,1,0,61,00,0,00,00,0,0,00,0,00,289,00,00,00,23,2,00,00,00,00,4,00,00,00,00,00,00,00,0,00,00,00,00,"1,320",00,00,00,194,00,00,00,00,00,0,57,00,00,00,00,00,00,00,00,615
BUENOS AIRES,Avellaneda,Gerli,6035010,0,00,00,1,00,00,2,2,00,0,0,00,00,0,00,1,0,00,0,1,00,0,00,0,0,453,00,16,00,00,0,0,00,23,00,17,00,00,00,0,92,00,00,00,00,6,00,00,00,00,00,00,00,0,00,00,00,00,"4,408",00,00,00,822,00,00,00,00,00,0,196,00,00,00,00,00,00,00,00,"3,060"
BUENOS AIRES,Avellaneda,Pineyro,6035010,1,00,00,4,00,00,2,6,00,0,2,00,00,1,00,4,0,00,7,0,00,0,00,2,0,323,00,20,00,00,1,0,00,40,00,14,00,00,00,0,102,00,00,00,00,16,00,00,00,00,00,00,00,1,00,00,00,00,"2,796",00,00,00,708,00,00,00,00,00,0,170,00,00,00,00,00,00,00,00,"2,824"
BUENOS AIRES,Avellaneda,Sarandí,6035010,4,00,00,12,10,00,35,6,00,0,4,00,00,2,00,215,0,00,13,30,00,0,00,128,0,491,00,18,00,00,"1,604",0,00,119,00,93,00,00,00,0,180,00,00,00,00,"3,401",00,00,00,00,00,00,00,0,00,00,00,00,"8,185",00,00,00,"1,295",00,00,00,00,00,0,313,00,00,00,00,00,00,00,00,"5,422"
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,0,00,00,5,00,00,8,14,00,0,1,00,00,41,00,2,0,00,5,153,00,0,00,3,0,499,00,20,00,00,2,0,00,58,00,79,00,00,00,0,141,00,00,00,00,12,00,00,00,00,00,00,00,0,00,00,00,00,"6,591",00,00,00,"1,911",00,00,00,00,00,0,424,00,00,00,00,00,00,00,00,"4,075"
BUENOS AIRES,Avellaneda,Wilde,6035010,2,00,00,5,00,00,32,7,00,0,3,00,00,2,00,116,0,00,8,7,00,0,00,261,0,690,00,35,00,00,"1,663",0,00,99,00,81,00,00,00,0,194,00,00,00,00,"3,081",00,00,00,00,00,00,00,0,00,00,00,00,"9,668",00,00,00,"1,811",00,00,00,00,00,0,443,00,00,00,00,00,00,00,00,"6,528"
BUENOS AIRES,Ayacucho,Ayacucho,6042010,0,00,00,0,00,00,7,119,00,0,0,00,00,0,00,109,0,00,0,20,00,0,00,752,0,0,00,0,00,00,"1,202",0,00,0,00,0,00,00,00,0,0,00,00,00,00,3,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Ayacucho,La Constancia,6042020,0,00,00,0,00,00,0,0,00,0,10,00,00,0,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Ayacucho,Solanet,6042030,0,00,00,0,00,00,0,17,00,0,10,00,00,0,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Ayacucho,Udaquiola,6042040,0,00,00,0,10,00,0,31,00,0,14,00,00,0,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Azul,Azul,6049020,14,00,00,9,00,00,55,171,00,0,819,00,00,3,00,754,0,00,121,8,00,0,00,951,0,128,00,112,00,00,684,0,00,186,00,13,00,00,00,0,539,00,00,00,00,15,00,00,00,00,00,00,00,2,00,00,00,00,"7,027",00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,"5,294"
BUENOS AIRES,Azul,Cacharí,6049030,0,00,00,0,00,00,0,0,00,0,458,00,00,0,00,0,0,00,56,5,00,0,00,0,0,1,00,0,00,00,0,0,00,0,00,1,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Azul,Chillar,6049040,0,00,00,0,10,00,0,0,00,0,8,00,00,0,00,0,545,00,8,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,19,20,00,19,10,00,184,150,00,0,83,00,00,362,00,"1,714",200,00,272,616,00,7,00,"2,856",1,301,30,255,20,30,"1,257",3,20,630,00,45,10,00,00,0,"1,333",00,00,00,00,"1,609",00,00,00,00,00,00,00,0,00,00,00,00,"50,431",00,00,590,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,"52,040"
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,2,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,9,00,1,153,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est General Cerri),6056030,0,00,00,0,00,00,2,0,00,0,0,00,00,0,00,24,0,00,0,20,00,0,00,48,0,2,00,2,00,00,300,0,00,5,00,3,00,00,00,0,27,00,00,00,00,1,00,00,00,00,00,00,00,0,00,00,00,00,767,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,602
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,4,00,00,0,00,00,0,0,00,0,0,00,00,0,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,1
BUENOS AIRES,Balcarce,Balcarce,6063010,10,00,00,0,00,00,24,0,00,0,98,00,00,0,00,310,0,00,0,329,00,0,00,795,0,249,00,52,00,00,611,0,00,28,00,3,00,00,00,0,150,00,00,00,00,25,00,00,00,00,00,00,00,0,00,00,00,00,"7,423",00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,"3,230"
BUENOS AIRES,Balcarce,Los Pinos,6063020,5,00,00,0,00,00,0,0,00,0,5,00,00,0,00,0,0,00,0,17,00,0,00,0,0,12,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Balcarce,Napaleofú,6063030,0,00,00,0,00,00,0,38,00,0,0,00,00,23,00,0,0,00,0,0,00,0,00,0,0,27,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0,00,00,0,00,00,0,8,00,0,0,00,00,0,00,0,0,00,0,0,00,0,00,0,0,0,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Balcarce,San Agustín,6063050,24,00,00,0,00,00,0,0,00,0,8,00,00,0,00,0,0,00,0,25,00,0,00,0,0,18,00,0,00,00,0,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0,00,00,0,00,00,0,0,00,0,1,00,00,0,00,0,0,00,0,16,00,0,00,0,0,13,00,0,00,00,4,0,00,0,00,0,00,00,00,0,0,00,00,00,00,0,00,00,00,00,00,00,00,0,00,00,00,00,0,00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,0
BUENOS AIRES,Baradero,Baradero,6070010,0,00,00,1,00,00,0,53,00,0,0,00,00,"1,035",00,0,0,00,1,663,00,0,00,1,0,833,00,23,00,00,75,0,00,0,00,48,00,00,00,0,221,00,00,00,00,4,00,00,00,00,00,00,00,0,00,00,00,00,"4,229",00,00,00,0,00,00,00,00,00,0,0,00,00,00,00,00,00,00,00,"2,176"
